HOW_CcmuNumber,HOW_DateActive,HOW_DateInactive,HOW_IdNumber,HOW_ChangedBy,HOW_DateChanged
50R303,05/01/2007 00:00:00,03/31/2014 00:00:00,1722,Admin,2007-04-30 00:00:00.000000
50R303,04/01/2014 00:00:00,12/31/2999 00:00:00,2678,Admin,2014-04-09 00:00:00.000000
50R304,11/01/2002 00:00:00,12/31/2999 00:00:00,1004,,
50R305,10/25/2002 00:00:00,12/16/2002 00:00:00,1005,,
50R305,12/17/2002 00:00:00,12/31/2012 00:00:00,1026,Brett,2002-12-26 00:00:00.000000
50R305,01/01/2013 00:00:00,09/30/2015 00:00:00,2451,Admin,2012-12-27 00:00:00.000000
50R305,10/01/2015 00:00:00,12/31/2999 00:00:00,2915,Admin,2015-09-29 00:00:00.000000
50R306,11/27/2002 00:00:00,05/01/2005 00:00:00,771,,
50R306,05/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-05-02 00:00:00.000000
50R307,01/16/2003 00:00:00,09/28/2008 00:00:00,1040,,
50R307,09/29/2008 00:00:00,12/31/2999 00:00:00,1884,Admin,2008-10-08 00:00:00.000000
50R308,02/04/2003 00:00:00,02/02/2005 00:00:00,745,,
50R308,02/03/2005 00:00:00,10/02/2006 00:00:00,1358,Admin,2005-02-09 00:00:00.000000
50R308,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R309,02/04/2003 00:00:00,12/31/2999 00:00:00,1044,,
50R310,02/13/2003 00:00:00,12/31/2999 00:00:00,1054,,
50R311,03/21/2003 00:00:00,09/16/2008 00:00:00,683,carolyn,2003-03-31 00:00:00.000000
50R311,09/17/2008 00:00:00,12/31/2999 00:00:00,1883,Admin,2008-10-08 00:00:00.000000
50R312,04/03/2003 00:00:00,02/09/2004 00:00:00,1078,,
50R312,02/10/2004 00:00:00,03/17/2006 00:00:00,1220,Carolyn,2004-03-01 00:00:00.000000
50R312,03/18/2006 00:00:00,03/10/2007 00:00:00,1570,Admin,2006-04-24 00:00:00.000000
50R313,04/08/2003 00:00:00,12/31/2999 00:00:00,374,,
50R314,04/04/2003 00:00:00,12/31/2999 00:00:00,1084,,
50R315,04/24/2003 00:00:00,08/02/2012 00:00:00,1091,,
50R315,08/03/2012 00:00:00,12/31/2999 00:00:00,2379,Admin,2012-08-09 00:00:00.000000
50R316,04/25/2003 00:00:00,12/31/2999 00:00:00,1077,,
50R317,06/12/2003 00:00:00,09/03/2006 00:00:00,1107,,
50R318,06/25/2003 00:00:00,10/02/2006 00:00:00,1117,,
50R318,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R319,07/17/2003 00:00:00,04/01/2006 00:00:00,1126,,
50R319,04/02/2006 00:00:00,12/31/2999 00:00:00,1621,Admin,2006-05-18 00:00:00.000000
50R320,08/29/2003 00:00:00,12/31/2999 00:00:00,1134,,
50R321,10/07/2003 00:00:00,12/30/2009 00:00:00,693,,
50R321,12/31/2009 00:00:00,12/31/2999 00:00:00,2044,Admin,2010-01-11 00:00:00.000000
50R322,11/06/2003 00:00:00,11/14/2003 00:00:00,1168,,
50R322,11/15/2003 00:00:00,12/31/2999 00:00:00,1170,carolyn,2003-11-18 00:00:00.000000
50R323,11/10/2003 00:00:00,11/30/2013 00:00:00,1169,carolyn,2003-11-07 00:00:00.000000
50R323,12/01/2013 00:00:00,12/31/2999 00:00:00,2642,Admin,2013-12-27 00:00:00.000000
50R324,11/18/2003 00:00:00,04/01/2004 00:00:00,39,,
50R325,12/03/2003 00:00:00,08/22/2006 00:00:00,744,,
50R326,03/01/2004 00:00:00,12/31/2999 00:00:00,190,,
50R327,08/13/2004 00:00:00,09/30/2014 00:00:00,1167,,
50R327,10/01/2014 00:00:00,12/31/2999 00:00:00,2792,Admin,2014-10-09 00:00:00.000000
50R328,08/20/2004 00:00:00,12/31/2999 00:00:00,974,,
50R330,09/15/2004 00:00:00,10/02/2006 00:00:00,1117,,
50R330,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R331,10/11/2004 00:00:00,12/31/2012 00:00:00,305,,
50R331,01/01/2013 00:00:00,12/31/2999 00:00:00,2455,Admin,2013-01-09 00:00:00.000000
50R332,12/15/2004 00:00:00,12/31/2999 00:00:00,974,,
50R333,06/15/2005 00:00:00,11/30/2012 00:00:00,1413,Admin,2005-06-15 00:00:00.000000
50R333,12/01/2012 00:00:00,12/31/2999 00:00:00,2452,Admin,2012-12-27 00:00:00.000000
50R334,09/23/2005 00:00:00,01/30/2007 00:00:00,364,,
50R334,01/31/2007 00:00:00,12/31/2999 00:00:00,1705,Admin,2007-03-07 00:00:00.000000
50R335,10/26/2005 00:00:00,09/28/2008 00:00:00,1040,,
50R335,09/29/2008 00:00:00,06/04/2009 00:00:00,1877,Admin,2008-09-30 00:00:00.000000
50R336,12/27/2005 00:00:00,12/31/2999 00:00:00,1492,,
50R339,11/01/2005 00:00:00,12/31/2999 00:00:00,1431,,
50R340,05/09/2008 00:00:00,12/31/2999 00:00:00,1833,,
50R343,09/22/2006 00:00:00,12/31/2999 00:00:00,974,,
50R344,11/20/2006 00:00:00,08/04/2010 00:00:00,1680,,
50R344,08/05/2010 00:00:00,02/01/2015 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
50R344,02/02/2015 00:00:00,02/02/2015 00:00:00,1946,Admin,2015-04-10 00:00:00.000000
50R344,02/03/2015 00:00:00,12/31/2999 00:00:00,1153,Admin,2015-08-14 00:00:00.000000
50R345,11/17/2006 00:00:00,07/14/2009 00:00:00,1681,,
50R345,07/15/2009 00:00:00,12/31/2999 00:00:00,1991,Admin,2009-07-16 00:00:00.000000
50R346,12/26/2006 00:00:00,12/31/2999 00:00:00,152,,
50R347,04/06/2007 00:00:00,05/14/2015 00:00:00,1717,,
50R347,05/15/2015 00:00:00,12/31/2999 00:00:00,2880,Admin,2015-06-17 00:00:00.000000
50R348,05/12/2007 00:00:00,05/12/2007 00:00:00,246,,
50R348,05/13/2007 00:00:00,12/31/2999 00:00:00,2944,Admin,2016-03-04 00:00:00.000000
50R349,07/05/2007 00:00:00,12/31/2999 00:00:00,1743,,
50R350,07/30/2007 00:00:00,06/30/2008 00:00:00,442,,
50R350,07/01/2008 00:00:00,04/30/2009 00:00:00,1850,Admin,2008-08-04 00:00:00.000000
50R350,05/01/2009 00:00:00,10/09/2010 00:00:00,1964,Admin,2009-05-06 00:00:00.000000
50R350,10/10/2010 00:00:00,08/31/2015 00:00:00,2147,Admin,2010-11-04 00:00:00.000000
50R350,09/01/2015 00:00:00,12/31/2999 00:00:00,2906,Admin,2015-09-03 00:00:00.000000
50R351,11/06/2007 00:00:00,12/31/2999 00:00:00,1785,,
50R352,12/21/2007 00:00:00,06/30/2013 00:00:00,1066,,
50R352,07/01/2013 00:00:00,12/31/2999 00:00:00,2549,Admin,2013-08-08 00:00:00.000000
50R353,01/15/2008 00:00:00,06/30/2013 00:00:00,379,,
50R353,07/01/2013 00:00:00,12/31/2999 00:00:00,2529,Admin,2013-07-25 00:00:00.000000
50R355,11/24/2008 00:00:00,12/31/2999 00:00:00,1895,,
50R356,01/16/2009 00:00:00,12/31/2999 00:00:00,974,,
50R357,02/01/2009 00:00:00,09/30/2014 00:00:00,1923,,
50R357,10/01/2014 00:00:00,12/31/2999 00:00:00,2783,Admin,2014-10-01 00:00:00.000000
50R358,04/01/2009 00:00:00,08/31/2016 00:00:00,1951,,
50R358,09/01/2016 00:00:00,12/31/2999 00:00:00,3013,Admin,2016-08-31 00:00:00.000000
50R359,04/08/2009 00:00:00,06/16/2009 00:00:00,1954,,
50R359,06/17/2009 00:00:00,06/12/2013 00:00:00,345,Admin,2010-04-02 00:00:00.000000
50R359,06/13/2013 00:00:00,12/31/2999 00:00:00,2600,Admin,2013-09-09 00:00:00.000000
50R360,05/01/2009 00:00:00,12/31/2999 00:00:00,1963,,
50R361,08/01/2009 00:00:00,12/20/2012 00:00:00,1962,,
50R361,12/21/2012 00:00:00,02/28/2013 00:00:00,1962,Admin,2013-01-11 00:00:00.000000
50R361,03/01/2013 00:00:00,12/31/2999 00:00:00,2485,Admin,2013-03-04 00:00:00.000000
50R362,09/17/2009 00:00:00,02/01/2010 00:00:00,2023,,
50R362,02/02/2010 00:00:00,10/31/2010 00:00:00,2059,Admin,2010-02-16 00:00:00.000000
50R363,10/21/2009 00:00:00,12/31/2999 00:00:00,122,,
50R364,12/03/2009 00:00:00,12/31/2999 00:00:00,346,,
50R365,12/31/2009 00:00:00,07/29/2012 00:00:00,2049,Admin,2012-01-18 00:00:00.000000
50R366,01/21/2010 00:00:00,06/30/2012 00:00:00,1871,,
50R366,07/01/2012 00:00:00,12/31/2999 00:00:00,2393,Carolyn,2012-12-12 00:00:00.000000
50R367,04/14/2010 00:00:00,12/31/2999 00:00:00,2079,,
50R368,06/01/2010 00:00:00,09/30/2012 00:00:00,2096,,
50R368,10/01/2012 00:00:00,12/31/2999 00:00:00,2096,Admin,2012-10-01 00:00:00.000000
50R369,07/16/2010 00:00:00,06/30/2014 00:00:00,2118,,
50R369,07/01/2014 00:00:00,12/31/2999 00:00:00,2379,Admin,2014-06-30 00:00:00.000000
50R370,10/25/2010 00:00:00,12/31/2999 00:00:00,2151,,
50R371,01/06/2011 00:00:00,12/31/2999 00:00:00,974,,
50R372,01/17/2011 00:00:00,12/31/2999 00:00:00,2182,,
50R373,02/14/2011 00:00:00,06/27/2013 00:00:00,2074,,
50R373,06/28/2013 00:00:00,12/31/2999 00:00:00,2585,Admin,2013-08-16 00:00:00.000000
50R374,03/01/2011 00:00:00,08/31/2015 00:00:00,2188,,
50R374,09/01/2015 00:00:00,12/31/2999 00:00:00,2788,Admin,2015-08-31 00:00:00.000000
50R375,05/23/2011 00:00:00,12/31/2999 00:00:00,2219,,
50R376,05/26/2011 00:00:00,12/31/2999 00:00:00,2220,,
50R377,06/01/2011 00:00:00,10/14/2012 00:00:00,2226,,
50R377,10/15/2012 00:00:00,12/31/2999 00:00:00,2410,Admin,2012-10-15 00:00:00.000000
50R378,06/30/2011 00:00:00,10/31/2014 00:00:00,2246,,
50R378,11/01/2014 00:00:00,12/31/2999 00:00:00,2806,Admin,2014-10-31 00:00:00.000000
50R379,08/26/2011 00:00:00,12/31/2999 00:00:00,2266,,
50R380,09/13/2011 00:00:00,12/31/2999 00:00:00,756,,
50R381,10/13/2011 00:00:00,12/31/2999 00:00:00,2171,,
50R382,11/10/2011 00:00:00,12/31/2999 00:00:00,2293,,
50R383,05/01/2012 00:00:00,12/31/2999 00:00:00,2338,,
50R384,08/16/2012 00:00:00,12/31/2999 00:00:00,2383,,
50R385,08/22/2012 00:00:00,12/31/2999 00:00:00,2384,,
50R386,08/26/2012 00:00:00,12/31/2999 00:00:00,2385,,
50R387,10/25/2012 00:00:00,12/31/2999 00:00:00,2424,,
50R388,03/05/2013 00:00:00,12/31/2999 00:00:00,210,,
50R389,04/12/2013 00:00:00,12/31/2999 00:00:00,2500,,
50R390,05/13/2013 00:00:00,12/31/2999 00:00:00,2513,,
50R391,06/27/2013 00:00:00,12/31/2999 00:00:00,150,WEB Services,2013-08-02 13:05:45.399248
50R393,06/18/2013 00:00:00,12/31/2999 00:00:00,366,WEB Services,2013-08-09 11:12:22.380005
50R394,08/21/2013 00:00:00,12/31/2999 00:00:00,2287,WEB Services,2013-08-12 12:48:04.337286
50R395,08/15/2013 00:00:00,08/31/2015 00:00:00,912,WEB Services,2013-08-16 14:25:02.153722
50R395,09/01/2015 00:00:00,12/31/2999 00:00:00,2917,Admin,2015-10-08 00:00:00.000000
50R396,07/12/2013 00:00:00,12/31/2999 00:00:00,2597,WEB Services,2013-09-03 14:07:23.322962
50R397,09/04/2013 00:00:00,12/31/2999 00:00:00,2602,WEB Services,2013-09-12 10:59:45.728231
50R398,09/04/2013 00:00:00,12/31/2999 00:00:00,2430,WEB Services,2013-09-17 14:20:45.042751
50R399,10/09/2013 00:00:00,12/31/2999 00:00:00,2433,WEB Services,2013-10-14 13:01:11.989389
50R400,12/23/2013 00:00:00,12/31/2999 00:00:00,2654,WEB Services,2014-01-28 15:41:38.664467
50R401,01/01/2014 00:00:00,12/31/2999 00:00:00,559,WEB Services,2014-01-28 15:34:35.963255
50R402,03/14/2014 00:00:00,12/31/2999 00:00:00,2668,WEB Services,2014-04-10 10:57:31.301475
50R403,04/10/2014 00:00:00,02/01/2015 00:00:00,1946,WEB Services,2014-05-02 13:44:54.927763
50R403,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-19 00:00:00.000000
50R403,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
50R404,03/26/2014 00:00:00,12/31/2999 00:00:00,1878,WEB Services,2014-04-11 11:17:10.089571
50R405,04/25/2014 00:00:00,12/31/2999 00:00:00,2690,WEB Services,2014-05-02 16:50:24.261777
50R406,04/25/2014 00:00:00,12/31/2999 00:00:00,2698,WEB Services,2014-05-20 13:46:51.125213
50R407,03/31/2014 00:00:00,12/31/2999 00:00:00,974,WEB Services,2014-04-15 16:50:21.713904
50R408,04/11/2014 00:00:00,12/31/2999 00:00:00,2686,WEB Services,2014-04-25 15:48:04.088939
50R409,05/02/2014 00:00:00,12/31/2999 00:00:00,2700,Admin,2014-05-29 09:44:03.000000
50R410,05/21/2014 00:00:00,12/31/2999 00:00:00,2704,WEB Services,2014-05-28 14:11:45.625986
50R411,09/01/2014 00:00:00,12/31/2999 00:00:00,2773,WEB Services,2014-09-10 08:18:08.744791
50R412,07/30/2014 00:00:00,12/31/2999 00:00:00,2746,WEB Services,2014-08-25 12:48:53.012940
50R413,08/04/2014 00:00:00,12/31/2999 00:00:00,2775,WEB Services,2014-09-15 11:56:18.889006
50R414,10/20/2014 00:00:00,12/31/2999 00:00:00,2798,WEB Services,2014-10-22 10:17:17.857074
50R416,04/10/2015 00:00:00,04/10/2015 00:00:00,288,WEB Services,2015-04-17 08:01:30.696749
50R416,04/11/2015 00:00:00,04/11/2015 00:00:00,2852,Admin,2015-04-17 00:00:00.000000
50R416,04/12/2015 00:00:00,08/31/2016 00:00:00,2895,Admin,2015-08-04 00:00:00.000000
50R416,09/01/2016 00:00:00,12/31/2999 00:00:00,3011,Admin,2016-08-31 00:00:00.000000
50R417,04/27/2015 00:00:00,12/31/2999 00:00:00,2872,WEB Services,2015-05-07 10:06:41.836143
50R418,04/08/2015 00:00:00,12/31/2999 00:00:00,2854,WEB Services,2015-06-01 14:12:06.017995
50R420,04/10/2015 00:00:00,12/31/2999 00:00:00,288,WEB Services,2015-05-06 11:39:52.828533
50R421,07/01/2015 00:00:00,12/31/2999 00:00:00,39,WEB Services,2015-07-07 09:08:40.373088
50R430,12/07/2015 00:00:00,12/31/2999 00:00:00,2932,WEB Services,2015-12-08 09:53:25.090451
50R431,02/09/2016 00:00:00,12/31/2999 00:00:00,2936,WEB Services,2016-02-09 15:30:20.379136
50R432,02/17/2016 00:00:00,12/31/2999 00:00:00,2940,WEB Services,2016-02-19 12:54:25.788847
50R433,03/03/2016 00:00:00,12/31/2999 00:00:00,2946,WEB Services,2016-03-04 16:18:25.702399
50R435,06/29/2016 00:00:00,12/31/2999 00:00:00,2991,WEB Services,2016-07-01 15:21:18.875717
50R438,08/30/2016 00:00:00,12/31/2999 00:00:00,3009,WEB Services,2016-09-02 09:12:41.252927
50R439,09/28/2016 00:00:00,12/31/2999 00:00:00,2379,WEB Services,2016-09-28 13:21:40.354563
5MA003,05/24/2000 00:00:00,02/10/2003 00:00:00,188,,
5MA003,02/11/2003 00:00:00,12/31/2999 00:00:00,1043,carolyn,2003-02-11 00:00:00.000000
5MA016,03/02/2000 00:00:00,01/02/2007 00:00:00,169,,
5MA016,01/03/2007 00:00:00,01/20/2009 00:00:00,1701,Admin,2007-01-02 00:00:00.000000
5MA016,01/21/2009 00:00:00,12/31/2999 00:00:00,2196,Admin,2011-03-29 00:00:00.000000
5MA024,03/01/2000 00:00:00,10/31/2011 00:00:00,171,,
5MA024,11/01/2011 00:00:00,12/31/2999 00:00:00,2280,Admin,2011-11-08 00:00:00.000000
5MA031,03/03/2000 00:00:00,06/30/2011 00:00:00,205,,
5MA031,07/01/2011 00:00:00,12/31/2999 00:00:00,2238,Admin,2011-07-05 00:00:00.000000
5MA042,03/03/2000 00:00:00,12/31/2999 00:00:00,210,,
5MA043,03/21/2000 00:00:00,06/01/2001 00:00:00,173,,
5MA043,06/02/2001 00:00:00,08/08/2003 00:00:00,693,carolyn,2001-06-01 00:00:00.000000
5MA043,08/09/2003 00:00:00,12/30/2009 00:00:00,1407,Admin,2005-05-19 00:00:00.000000
5MA043,12/31/2009 00:00:00,12/31/2999 00:00:00,2044,Admin,2010-01-11 00:00:00.000000
5MA051,05/24/2000 00:00:00,12/31/2999 00:00:00,315,,
5MA052,05/24/2000 00:00:00,04/24/2006 00:00:00,86,,
5MA080,12/21/2000 00:00:00,12/31/2999 00:00:00,88,,
5MA081,05/24/2000 00:00:00,12/20/2000 00:00:00,233,,
5MA102,05/25/2000 00:00:00,12/31/2999 00:00:00,40,,
5MA106,05/25/2000 00:00:00,12/31/2999 00:00:00,422,,
5MA107,05/25/2000 00:00:00,08/12/2002 00:00:00,247,,
5MA107,08/13/2002 00:00:00,12/12/2002 00:00:00,995,carolyn,2002-10-23 00:00:00.000000
5MA107,12/13/2002 00:00:00,10/15/2004 00:00:00,1027,carolyn,2002-12-26 00:00:00.000000
5MA107,10/16/2004 00:00:00,11/01/2005 00:00:00,995,Carolyn,2004-11-04 00:00:00.000000
5MA107,11/02/2005 00:00:00,07/02/2007 00:00:00,1534,Admin,2006-04-24 00:00:00.000000
5MA107,07/03/2007 00:00:00,02/28/2014 00:00:00,1742,Admin,2007-07-02 00:00:00.000000
5MA107,03/01/2014 00:00:00,12/31/2999 00:00:00,2670,Admin,2014-03-25 00:00:00.000000
5MA130,06/11/1998 00:00:00,05/23/1999 00:00:00,219,,
5MA130,05/24/1999 00:00:00,02/16/2009 00:00:00,218,carolyn,2000-03-07 00:00:00.000000
5MA130,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
5MA130,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
5MA130,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
5MA131,03/03/2000 00:00:00,03/08/2002 00:00:00,413,,
5MA131,03/09/2002 00:00:00,03/27/2013 00:00:00,878,carolyn,2002-03-25 00:00:00.000000
5MA131,03/28/2013 00:00:00,12/31/2999 00:00:00,2498,Admin,2013-04-09 00:00:00.000000
5MA137,05/24/2000 00:00:00,02/07/2001 00:00:00,178,,
5MA137,02/08/2001 00:00:00,01/27/2005 00:00:00,592,carolyn,2001-02-08 00:00:00.000000
5MA137,01/28/2005 00:00:00,11/30/2013 00:00:00,178,Admin,2005-05-05 00:00:00.000000
5MA137,12/01/2013 00:00:00,12/31/2999 00:00:00,2628,Admin,2013-12-26 00:00:00.000000
5MA146,12/21/2000 00:00:00,02/16/2009 00:00:00,218,,
5MA146,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
5MA146,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
5MA146,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-24 00:00:00.000000
5MA151,03/01/2000 00:00:00,12/31/2999 00:00:00,179,,
5MA158,05/24/2000 00:00:00,05/16/2003 00:00:00,279,,
5MA160,03/03/2000 00:00:00,11/13/2007 00:00:00,194,,
5MA160,11/14/2007 00:00:00,02/28/2014 00:00:00,1786,Admin,2007-11-26 00:00:00.000000
5MA160,03/01/2014 00:00:00,12/31/2999 00:00:00,2670,Admin,2014-03-24 00:00:00.000000
5MA161,05/25/2000 00:00:00,08/31/2015 00:00:00,343,,
5MA161,09/01/2015 00:00:00,12/31/2999 00:00:00,2904,Admin,2015-08-31 00:00:00.000000
5MA162,12/21/2000 00:00:00,09/30/2014 00:00:00,280,,
5MA162,10/01/2014 00:00:00,12/31/2999 00:00:00,2783,Admin,2014-10-01 00:00:00.000000
5MA166,03/02/2000 00:00:00,12/12/2001 00:00:00,283,,
5MA166,12/13/2001 00:00:00,12/31/2999 00:00:00,818,carolyn,2001-12-26 00:00:00.000000
5MA167,03/01/2000 00:00:00,06/01/2004 00:00:00,284,,
5MA167,06/02/2004 00:00:00,12/31/2006 00:00:00,1244,Brett,2004-05-24 00:00:00.000000
5MA170,01/01/2000 00:00:00,11/10/2005 00:00:00,180,,
5MA170,11/11/2005 00:00:00,08/04/2010 00:00:00,1485,Admin,2005-12-07 00:00:00.000000
5MA170,08/05/2010 00:00:00,02/28/2015 00:00:00,1153,Admin,2010-08-25 00:00:00.000000
5MA170,03/01/2015 00:00:00,03/01/2015 00:00:00,1946,Admin,2015-03-02 00:00:00.000000
5MA170,03/02/2015 00:00:00,03/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
5MA170,03/03/2015 00:00:00,05/31/2016 00:00:00,1946,Admin,2015-08-19 00:00:00.000000
5MA170,06/01/2016 00:00:00,12/31/2999 00:00:00,2981,Admin,2016-06-01 00:00:00.000000
5MA205,08/22/2000 00:00:00,02/16/2009 00:00:00,218,,
5MA205,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
5MA205,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-14 00:00:00.000000
5MA205,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
5MA206,03/02/2000 00:00:00,12/12/2001 00:00:00,283,,
5MA206,12/13/2001 00:00:00,12/31/2999 00:00:00,818,carolyn,2001-12-26 00:00:00.000000
5MA207,03/01/2000 00:00:00,12/31/2999 00:00:00,385,,
5MA213,05/24/2000 00:00:00,12/31/2999 00:00:00,338,,
5MA215,03/31/1998 00:00:00,12/05/2002 00:00:00,595,carolyn,2001-02-12 00:00:00.000000
5MA215,12/06/2002 00:00:00,12/31/2999 00:00:00,1013,carolyn,2003-01-16 00:00:00.000000
5MA217,05/24/2000 00:00:00,10/31/2012 00:00:00,355,,
5MA217,11/01/2012 00:00:00,12/31/2999 00:00:00,2432,Admin,2012-11-29 00:00:00.000000
5MA218,05/24/2000 00:00:00,08/11/2000 00:00:00,292,,
5MA221,03/02/2000 00:00:00,07/31/2000 00:00:00,183,,
5MA221,08/01/2000 00:00:00,11/01/2001 00:00:00,437,CAROLYN,2000-08-29 00:00:00.000000
5MA221,11/02/2001 00:00:00,09/19/2011 00:00:00,806,carolyn,2001-11-27 00:00:00.000000
5MA221,09/20/2011 00:00:00,12/31/2012 00:00:00,2395,Admin,2012-09-13 00:00:00.000000
5MA221,01/01/2013 00:00:00,12/31/2999 00:00:00,2474,Admin,2013-02-04 00:00:00.000000
5MA222,05/24/2000 00:00:00,05/30/2001 00:00:00,184,,
5MA222,05/31/2001 00:00:00,08/31/2015 00:00:00,744,carolyn,2001-08-27 00:00:00.000000
5MA222,09/01/2015 00:00:00,12/31/2999 00:00:00,2908,Admin,2015-09-04 00:00:00.000000
5MA223,05/25/2000 00:00:00,06/01/2006 00:00:00,185,,
5MA223,06/02/2006 00:00:00,12/31/2999 00:00:00,1630,Admin,2006-06-02 00:00:00.000000
5MA226,11/05/1999 00:00:00,12/20/2000 00:00:00,394,,
5MA233,03/03/2000 00:00:00,10/18/2001 00:00:00,283,,
5MA233,10/19/2001 00:00:00,11/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
5MA233,11/02/2005 00:00:00,12/31/2999 00:00:00,1478,Admin,2005-10-31 00:00:00.000000
5MA237,03/10/2000 00:00:00,10/18/2001 00:00:00,283,,
5MA237,10/19/2001 00:00:00,11/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
5MA238,03/03/2000 00:00:00,10/18/2001 00:00:00,283,,
5MA238,10/19/2001 00:00:00,04/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
5MA238,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
5MA240,03/23/2000 00:00:00,01/14/2009 00:00:00,417,,
5MA240,01/15/2009 00:00:00,12/31/2999 00:00:00,1916,Admin,2009-02-03 00:00:00.000000
5MA241,03/29/2000 00:00:00,10/23/2001 00:00:00,283,,
5MA241,10/24/2001 00:00:00,04/01/2005 00:00:00,771,carolyn,2001-10-23 00:00:00.000000
5MA241,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
5MA242,04/07/2000 00:00:00,03/18/2002 00:00:00,424,,
5MA242,03/19/2002 00:00:00,12/31/2999 00:00:00,314,carolyn,2002-06-13 00:00:00.000000
5MA243,02/08/2000 00:00:00,03/11/2002 00:00:00,590,carolyn,2001-02-06 00:00:00.000000
5MA243,03/12/2002 00:00:00,03/30/2011 00:00:00,879,carolyn,2002-04-03 00:00:00.000000
5MA243,03/31/2011 00:00:00,12/31/2999 00:00:00,2202,Admin,2011-04-07 00:00:00.000000
5MA245,04/25/2000 00:00:00,12/31/2999 00:00:00,408,,
5MA246,05/01/2000 00:00:00,10/18/2001 00:00:00,283,,
5MA246,10/19/2001 00:00:00,05/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
5MA246,05/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-05-02 00:00:00.000000
5MA249,07/05/2000 00:00:00,12/31/2999 00:00:00,421,,
5MA252,08/24/2000 00:00:00,12/31/2999 00:00:00,440,,
5MA254,09/07/2000 00:00:00,01/15/2004 00:00:00,479,,
5MA254,01/16/2004 00:00:00,08/31/2004 00:00:00,1191,carolyn,2004-01-13 00:00:00.000000
5MA254,09/01/2004 00:00:00,08/04/2010 00:00:00,1289,Carolyn,2004-08-31 00:00:00.000000
5MA254,08/05/2010 00:00:00,12/31/2999 00:00:00,1153,Admin,2010-08-25 00:00:00.000000
5MA255,09/25/2000 00:00:00,10/18/2001 00:00:00,283,,
5MA255,10/19/2001 00:00:00,05/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
5MA255,05/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-05-02 00:00:00.000000
5MA259,10/02/2000 00:00:00,12/31/2999 00:00:00,361,,
5MA261,11/06/2000 00:00:00,12/31/2999 00:00:00,501,,
5MA266,03/02/2001 00:00:00,01/14/2009 00:00:00,599,,
5MA266,01/15/2009 00:00:00,12/31/2999 00:00:00,1917,Admin,2009-02-03 00:00:00.000000
5MA269,03/15/2001 00:00:00,08/04/2010 00:00:00,620,,
5MA269,08/05/2010 00:00:00,08/28/2014 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
5MA269,08/29/2014 00:00:00,02/01/2015 00:00:00,2771,Admin,2014-09-08 00:00:00.000000
5MA269,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
5MA269,02/03/2015 00:00:00,12/31/2999 00:00:00,2771,Admin,2016-04-08 00:00:00.000000
5ME005,10/22/1999 00:00:00,03/01/2004 00:00:00,190,,
5ME047,05/24/2000 00:00:00,05/25/2007 00:00:00,214,,
5ME119,05/24/2000 00:00:00,05/18/2001 00:00:00,193,,
5ME119,05/19/2001 00:00:00,07/14/2003 00:00:00,590,carolyn,2001-08-27 00:00:00.000000
5ME119,07/15/2003 00:00:00,08/01/2006 00:00:00,1136,carolyn,2003-09-03 00:00:00.000000
5ME119,08/02/2006 00:00:00,12/31/2999 00:00:00,1656,Admin,2006-08-02 00:00:00.000000
